3350528,3363378,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2640,13853
3395584,3412530,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1265,13854
3485696,3506738,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,944,13855
3518464,3539506,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,446,13856
3543040,3551794,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1195,13857
3633152,3654194,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,5478,13858
3657728,3670578,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,193,13859
3801088,3818034,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2604,13860
3833856,3842610,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,335,13861
3846144,3863090,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1,13862
3915776,3924530,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,494,13863
4120576,4129330,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1303,13864
4169728,4178482,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2710,13865
4227072,4235826,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,408,13866
4304896,4313650,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2766,13867
4358144,4375090,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,35,13868
4386816,4395570,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,680,13869
4407296,4416050,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1065,13870
4419584,4428338,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1066,13871
4431872,4452914,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,450,13872
4509696,4522546,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,345,13873
4661248,4670002,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,510,13874
4718592,4727346,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,254,13875
4812800,4821554,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,237,13876
4894720,4907570,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,199,13877
5017600,5026354,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2458,13878
5029888,5038642,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1313,13879
5070848,5079602,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1136,13880
5210112,5218866,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,428,13881
5308416,5317170,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,430,13882
5406720,5415474,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,221,13883
5730304,5739058,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,427,13884
5943296,5952050,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,263,13885
6135808,6144562,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,565,13886
6447104,6455858,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,503,13887
6553600,6566450,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,229,13888
6897664,6906418,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,219,13889
6914048,6943282,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,2427,13890
7016448,7025202,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1097,13891
7249920,7258674,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,971,13892
7356416,7365170,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1200,13893
7421952,7442994,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,281,13894
7643136,7651890,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,593,13895
7757824,7766578,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,201,13896
7995392,8004146,/media/dkohlsdorf/GODZILLA/2011_wav//062811sbC.wav,1384,13897
